DrugRecordID,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,Facility ID,Address,City/Town,State,ZIP Code,Year,Month,Quarter,DURATION_DAYS,MedianIncome,Population,UnemploymentRate,PovertyRate,BachelorsDegreeOrHigher
8044,6,IP,Benzodiazepine overdose,Age,16-34 Years,23,2024-11-01,2024-11-30,9.375,Percent,METHODIST HOSPITAL OF SACRAMENTO,050590,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,2024,11,2024Q4,29,97901.0,4989131.0,3.96,11.99,34.93
8045,6,IP,Stimulants overdose,Age,35-54 Years,1,2023-01-01,2023-01-31,16.27906977,Percent,SANTIAM HOSPITAL & CLINICS,380056,1401 N 10TH AVENUE,STAYTON,OR,97383,2023,1,2023Q1,30,80160.0,5023869.0,3.96,12.0,35.04
8046,6,IP,Cannabis overdose,Age,35-54 Years,1,2023-01-01,2023-01-31,0.0,Percent,MINERAL COMMUNITY HOSPITAL,271331,1208 6TH AVE E,SUPERIOR,MT,59872,2023,1,2023Q1,30,70804.0,5014676.0,3.92,12.01,35.07
8047,6,IP,Benzodiazepine overdose,Age,35-54 Years,1,2023-01-01,2023-01-31,9.302325581,Percent,COMMUNITY MEMORIAL HOSPITAL - VENTURA,050394,147 NORTH BRENT STREET,VENTURA,CA,93003,2023,1,2023Q1,30,95521.0,4977549.0,4.0,11.91,35.07
8048,6,IP,Stimulants overdose,Age,35-54 Years,2,2023-02-01,2023-02-28,22.91666667,Percent,EXCEPTIONAL COMMUNITY HOSPITAL YUMA,030154,2648 SOUTH ARABY RD,YUMA,AZ,85365,2023,2,2023Q1,27,77315.0,4997635.0,4.04,12.04,34.92
8049,6,IP,Cannabis overdose,Age,35-54 Years,2,2023-02-01,2023-02-28,2.083333333,Percent,TUFTS MEDICAL CENTER,220116,800 WASHINGTON STREET,BOSTON,MA,2111,2023,2,2023Q1,27,99858.0,5022434.0,4.05,11.95,34.94
8050,6,IP,Benzodiazepine overdose,Age,35-54 Years,2,2023-02-01,2023-02-28,4.166666667,Percent,PALISADES MEDICAL CENTER,310003,7600 RIVER RD,NORTH BERGEN,NJ,7047,2023,2,2023Q1,27,99781.0,4994974.0,4.05,12.02,34.88
8051,6,IP,Stimulants overdose,Age,35-54 Years,3,2023-03-01,2023-03-31,6.12244898,Percent,HAMILTON CENTER INC,154009,620 8TH AVE,TERRE HAUTE,IN,47804,2023,3,2023Q1,30,69477.0,5005971.0,4.07,12.11,34.88
8052,6,IP,Cannabis overdose,Age,35-54 Years,3,2023-03-01,2023-03-31,2.040816327,Percent,HCA FLORIDA BAYONET POINT HOSPITAL,100256,14000 FIVAY RD,HUDSON,FL,34667,2023,3,2023Q1,30,73311.0,5001635.0,3.94,12.02,35.1
8053,6,IP,Benzodiazepine overdose,Age,35-54 Years,3,2023-03-01,2023-03-31,2.040816327,Percent,MEMORIALCARE LONG BEACH MEDICAL CENTER,050485,2801 ATLANTIC AVE,LONG BEACH,CA,90806,2023,3,2023Q1,30,95521.0,4977549.0,4.0,11.91,35.07
8054,6,IP,Stimulants overdose,Age,35-54 Years,4,2023-04-01,2023-04-30,13.46153846,Percent,BRATTLEBORO MEMORIAL HOSPITAL,470011,17 BELMONT AVE,BRATTLEBORO,VT,5301,2023,4,2023Q2,29,81211.0,5011883.0,4.01,11.99,35.0
8055,6,IP,Cannabis overdose,Age,35-54 Years,4,2023-04-01,2023-04-30,0.0,Percent,BETHESDA  HOSPITAL INC,100002,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,2023,4,2023Q2,29,73311.0,5001635.0,3.94,12.02,35.1
8056,6,IP,Benzodiazepine overdose,Age,35-54 Years,4,2023-04-01,2023-04-30,3.846153846,Percent,OCEANS BEHAVIORAL HOSPITAL OF PASADENA,454147,4001 PRESTON AVENUE,PASADENA,TX,77505,2023,4,2023Q2,29,75780.0,4981069.0,3.92,11.93,35.05
8057,6,IP,Stimulants overdose,Age,35-54 Years,5,2023-05-01,2023-05-31,12.82051282,Percent,CLIVE BEHAVIORAL HEALTH,164007,1450 NW 114TH STREET,CLIVE,IA,50325,2023,5,2023Q2,30,71433.0,4977623.0,4.07,11.96,34.95
8058,6,IP,Cannabis overdose,Age,35-54 Years,5,2023-05-01,2023-05-31,2.564102564,Percent,"PARK CENTER, INC",154060,1909 CAREW STREET,FORT WAYNE,IN,46805,2023,5,2023Q2,30,69477.0,5005971.0,4.07,12.11,34.88
8059,6,IP,Benzodiazepine overdose,Age,35-54 Years,5,2023-05-01,2023-05-31,5.128205128,Percent,AVERA TYLER HOSPITAL,241348,240 WILLOW STREET,TYLER,MN,56178,2023,5,2023Q2,30,85086.0,4985240.0,3.98,12.07,34.96
8060,6,IP,Stimulants overdose,Age,35-54 Years,6,2023-06-01,2023-06-30,15.09433962,Percent,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,321313,1901 RED ROCK DRIVE,GALLUP,NM,87301,2023,6,2023Q2,29,62268.0,5000012.0,3.95,12.12,35.09
8061,6,IP,Cannabis overdose,Age,35-54 Years,6,2023-06-01,2023-06-30,1.886792453,Percent,GRIFFIN HOSPITAL,070031,130 DIVISION ST,DERBY,CT,6418,2023,6,2023Q2,29,91665.0,5019950.0,4.05,11.92,34.92
8062,6,IP,Benzodiazepine overdose,Age,35-54 Years,6,2023-06-01,2023-06-30,7.547169811,Percent,MEMORIAL HOSPITAL PEMBROKE,100230,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,2023,6,2023Q2,29,73311.0,5001635.0,3.94,12.02,35.1
8063,6,IP,Stimulants overdose,Age,35-54 Years,7,2023-07-01,2023-07-31,11.32075472,Percent,MIMBRES MEMORIAL HOSPITAL,321309,900 W ASH,DEMING,NM,88031,2023,7,2023Q3,30,62268.0,5000012.0,3.95,12.12,35.09
8064,6,IP,Cannabis overdose,Age,35-54 Years,7,2023-07-01,2023-07-31,0.0,Percent,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,060024,12605 E 16TH AVE,AURORA,CO,80045,2023,7,2023Q3,30,92911.0,5019895.0,3.98,12.04,34.88
8065,6,IP,Benzodiazepine overdose,Age,35-54 Years,7,2023-07-01,2023-07-31,5.660377358,Percent,DANIELS MEMORIAL HOSPITAL,271342,105 5TH AVE E,SCOBEY,MT,59263,2023,7,2023Q3,30,70804.0,5014676.0,3.92,12.01,35.07
8066,6,IP,Stimulants overdose,Age,35-54 Years,8,2023-08-01,2023-08-31,15.25423729,Percent,KUAKINI MEDICAL CENTER,120007,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,2023,8,2023Q3,30,95322.0,4989302.0,4.03,11.92,34.98
8067,6,IP,Cannabis overdose,Age,35-54 Years,8,2023-08-01,2023-08-31,5.084745763,Percent,TRINITY HEALTH MUSKEGON HOSPITAL,230066,1500 E SHERMAN BLVD,MUSKEGON,MI,49441,2023,8,2023Q3,30,69183.0,5013349.0,4.02,11.96,35.04
8068,6,IP,Benzodiazepine overdose,Age,35-54 Years,8,2023-08-01,2023-08-31,6.779661017,Percent,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,670076,3601 CALAIS DRIVE,SHERMAN,TX,75090,2023,8,2023Q3,30,75780.0,4981069.0,3.92,11.93,35.05
8069,6,IP,Stimulants overdose,Age,35-54 Years,9,2023-09-01,2023-09-30,10.16949153,Percent,BAXTER REGIONAL MEDICAL CENTER,040027,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,2023,9,2023Q3,29,58700.0,5002194.0,4.04,11.9,35.15
8070,6,IP,Cannabis overdose,Age,35-54 Years,9,2023-09-01,2023-09-30,1.694915254,Percent,ASCENSION ST VINCENT RANDOLPH,151301,473 E GREENVILLE AVE,WINCHESTER,IN,47394,2023,9,2023Q3,29,69477.0,5005971.0,4.07,12.11,34.88
8071,6,IP,Benzodiazepine overdose,Age,35-54 Years,9,2023-09-01,2023-09-30,3.389830508,Percent,MERCY MEDICAL CENTER OF MT SHASTA,051319,914 PINE STREET,MOUNT SHASTA,CA,96067,2023,9,2023Q3,29,95521.0,4977549.0,4.0,11.91,35.07
8072,6,IP,Stimulants overdose,Age,35-54 Years,10,2023-10-01,2023-10-31,21.42857143,Percent,CENTRAL PENINSULA GENERAL HOSPITAL,020024,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,2023,10,2023Q4,30,88121.0,5012227.0,4.0,11.98,35.03
8073,6,IP,Cannabis overdose,Age,35-54 Years,10,2023-10-01,2023-10-31,7.142857143,Percent,ST JOHNS REGIONAL MEDICAL CENTER,050082,1600 N ROSE AVE,OXNARD,CA,93030,2023,10,2023Q4,30,95521.0,4977549.0,4.0,11.91,35.07
8074,6,IP,Benzodiazepine overdose,Age,35-54 Years,10,2023-10-01,2023-10-31,11.9047619,Percent,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,190064,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,2023,10,2023Q4,30,58229.0,4985783.0,4.0,11.99,35.13
8075,6,IP,Stimulants overdose,Age,35-54 Years,11,2023-11-01,2023-11-30,27.5,Percent,LAWRENCE COUNTY HOSPITAL CAH,251305,1065 EAST BROAD ST,MONTICELLO,MS,39654,2023,11,2023Q4,29,54203.0,5022389.0,3.92,11.93,35.01
8076,6,IP,Cannabis overdose,Age,35-54 Years,11,2023-11-01,2023-11-30,5.0,Percent,SIDNEY HEALTH CENTER,271344,216 14TH AVE SW,SIDNEY,MT,59270,2023,11,2023Q4,29,70804.0,5014676.0,3.92,12.01,35.07
8077,6,IP,Benzodiazepine overdose,Age,35-54 Years,11,2023-11-01,2023-11-30,7.5,Percent,SALEM HEALTH WEST VALLEY HOSPITAL,381308,525 SE WASHINGTON STREET,DALLAS,OR,97338,2023,11,2023Q4,29,80160.0,5023869.0,3.96,12.0,35.04
8078,6,IP,Stimulants overdose,Age,35-54 Years,12,2023-12-01,2023-12-31,7.843137255,Percent,GATEWAYS HOSP  MENTAL HEALTH CTR,054028,1891 EFFIE ST,LOS ANGELES,CA,90026,2023,12,2023Q4,30,95521.0,4977549.0,4.0,11.91,35.07
8079,6,IP,Cannabis overdose,Age,35-54 Years,12,2023-12-01,2023-12-31,0.0,Percent,PLATTE HEALTH CENTER,431306,601 E 7TH ST  POST OFFICE BOX 200,PLATTE,SD,57369,2023,12,2023Q4,30,71810.0,5005067.0,4.08,11.97,34.86
8080,6,IP,Benzodiazepine overdose,Age,35-54 Years,12,2023-12-01,2023-12-31,3.921568627,Percent,DEACONESS ILLINOIS CROSSROADS,140294,8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,2023,12,2023Q4,30,80306.0,5019028.0,4.0,12.06,35.0
8081,6,IP,Stimulants overdose,Age,35-54 Years,13,2024-01-01,2024-01-31,20.58823529,Percent,VAN BUREN COUNTY HOSPITAL,161337,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,2024,1,2024Q1,30,73232.0,4981433.0,3.92,11.99,35.07
8082,6,IP,Cannabis overdose,Age,35-54 Years,13,2024-01-01,2024-01-31,2.941176471,Percent,WRIGHT MEMORIAL HOSPITAL,261309,191 IOWA BOULEVARD,TRENTON,MO,64683,2024,1,2024Q1,30,70301.0,4999377.0,3.95,12.05,35.02
8083,6,IP,Benzodiazepine overdose,Age,35-54 Years,13,2024-01-01,2024-01-31,8.823529412,Percent,STARCARE SPECIALTY HEALTH /SUNRISE CANYON HOSPITAL,454093,1950 ASPEN AVENUE,LUBBOCK,TX,79408,2024,1,2024Q1,30,77908.0,5021848.0,4.06,12.11,35.03
8084,6,IP,Stimulants overdose,Age,35-54 Years,14,2024-02-01,2024-02-29,15.625,Percent,BROADLAWNS MEDICAL CENTER,160101,1801 HICKMAN ROAD,DES MOINES,IA,50314,2024,2,2024Q1,28,73232.0,4981433.0,3.92,11.99,35.07
8085,6,IP,Cannabis overdose,Age,35-54 Years,14,2024-02-01,2024-02-29,3.125,Percent,THE NEBRASKA MEDICAL CENTER,280013,988102 Nebrasks Medical Center,OMAHA,NE,68198,2024,2,2024Q1,28,75956.0,4994672.0,3.97,11.98,35.14
8086,6,IP,Benzodiazepine overdose,Age,35-54 Years,14,2024-02-01,2024-02-29,9.375,Percent,CHI MEMORIAL HOSPITAL- GEORGIA,110236,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,GA,30742,2024,2,2024Q1,28,75989.0,4988915.0,3.92,12.1,34.97
8087,6,IP,Stimulants overdose,Age,35-54 Years,15,2024-03-01,2024-03-31,12.24489796,Percent,ELMORE COMMUNITY HOSPITAL,010097,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,2024,3,2024Q1,30,64049.0,4990740.0,4.06,12.09,35.11
8088,6,IP,Cannabis overdose,Age,35-54 Years,15,2024-03-01,2024-03-31,2.040816327,Percent,POCAHONTAS COMMUNITY HOSPITAL,161305,606 N W 7TH STREET,POCAHONTAS,IA,50574,2024,3,2024Q1,30,73232.0,4981433.0,3.92,11.99,35.07
8089,6,IP,Benzodiazepine overdose,Age,35-54 Years,15,2024-03-01,2024-03-31,12.24489796,Percent,MINNEAPOLIS VA MEDICAL CENTER,24003F,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,2024,3,2024Q1,30,87067.0,5000357.0,4.01,12.09,34.91
8090,6,IP,Stimulants overdose,Age,35-54 Years,16,2024-04-01,2024-04-30,9.302325581,Percent,MAYO CLINIC,100151,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,2024,4,2024Q2,29,75388.0,5001046.0,3.92,11.93,34.88
8091,6,IP,Cannabis overdose,Age,35-54 Years,16,2024-04-01,2024-04-30,2.325581395,Percent,UCHICAGO MEDICINE NORTHWEST INDIANA,150195,10855 VIRGINIA STREET,CROWN POINT,IN,46307,2024,4,2024Q2,29,70390.0,4975040.0,3.93,11.93,35.05
8092,6,IP,Benzodiazepine overdose,Age,35-54 Years,16,2024-04-01,2024-04-30,0.0,Percent,AMERY HOSPITAL & CLINIC,521308,265 GRIFFIN STREET EAST,AMERY,WI,54001,2024,4,2024Q2,29,75939.0,5005902.0,4.01,12.1,35.13
8093,6,IP,Stimulants overdose,Age,35-54 Years,17,2024-05-01,2024-05-31,6.976744186,Percent,JEROLD PHELPS COMMUNITY HOSPITAL,051309,733 CEDAR ST,GARBERVILLE,CA,95542,2024,5,2024Q2,30,97901.0,4989131.0,3.96,11.99,34.93
8094,6,IP,Cannabis overdose,Age,35-54 Years,17,2024-05-01,2024-05-31,2.325581395,Percent,MADISON ST JOSEPH HEALTH CENTER,451316,100 WEST CROSS STREET,MADISONVILLE,TX,77864,2024,5,2024Q2,30,77908.0,5021848.0,4.06,12.11,35.03
8095,6,IP,Benzodiazepine overdose,Age,35-54 Years,17,2024-05-01,2024-05-31,6.976744186,Percent,MACNEAL  HOSPITAL,140054,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,2024,5,2024Q2,30,81335.0,4994972.0,4.05,11.95,35.05
8096,6,IP,Stimulants overdose,Age,35-54 Years,18,2024-06-01,2024-06-30,22.64150943,Percent,LOURDES MEDICAL CENTER,501337,520 N FOURTH AVENUE,PASCO,WA,99301,2024,6,2024Q2,29,96670.0,4976952.0,4.04,11.9,34.88
8097,6,IP,Cannabis overdose,Age,35-54 Years,18,2024-06-01,2024-06-30,7.547169811,Percent,CANDLER HOSPITAL,110024,5353 REYNOLDS STREET,SAVANNAH,GA,31405,2024,6,2024Q2,29,75989.0,4988915.0,3.92,12.1,34.97
8098,6,IP,Benzodiazepine overdose,Age,35-54 Years,18,2024-06-01,2024-06-30,5.660377358,Percent,COMMUNITY HOSPITAL EAST,150074,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,2024,6,2024Q2,29,70390.0,4975040.0,3.93,11.93,35.05
8099,6,IP,Stimulants overdose,Age,35-54 Years,19,2024-07-01,2024-07-31,20.93023256,Percent,RED LAKE HOSPITAL,240206,24760 HOSPITAL DRIVE,REDLAKE,MN,56671,2024,7,2024Q3,30,87067.0,5000357.0,4.01,12.09,34.91
8100,6,IP,Cannabis overdose,Age,35-54 Years,19,2024-07-01,2024-07-31,4.651162791,Percent,ELMIRA PSYCH CENTER,334045,WASHINGTON ST,ELMIRA,NY,14901,2024,7,2024Q3,30,83427.0,5010819.0,4.0,11.91,34.9
8101,6,IP,Benzodiazepine overdose,Age,35-54 Years,19,2024-07-01,2024-07-31,0.0,Percent,FOREST VIEW PSYCHIATRIC HOSPITAL,234030,1055 MEDICAL PARK SE,GRAND RAPIDS,MI,49546,2024,7,2024Q3,30,70950.0,5013530.0,4.0,12.01,35.02
8102,6,IP,Stimulants overdose,Age,35-54 Years,20,2024-08-01,2024-08-31,10.0,Percent,WILLIAM NEWTON HOSPITAL,171383,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,2024,8,2024Q3,30,71487.0,5005840.0,4.03,11.9,34.95
8103,6,IP,Cannabis overdose,Age,35-54 Years,20,2024-08-01,2024-08-31,0.0,Percent,WATERBURY HOSPITAL,070005,64 ROBBINS ST,WATERBURY,CT,6721,2024,8,2024Q3,30,92956.0,5022824.0,4.01,12.12,35.0
8104,6,IP,Benzodiazepine overdose,Age,35-54 Years,20,2024-08-01,2024-08-31,0.0,Percent,BETHESDA NORTH,360179,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,2024,8,2024Q3,30,68786.0,5014783.0,3.97,12.11,34.89
8105,6,IP,Stimulants overdose,Age,35-54 Years,21,2024-09-01,2024-09-30,11.11111111,Percent,FREEMAN NEOSHO HOSPITAL,261331,113 WEST HICKORY STREET,NEOSHO,MO,64850,2024,9,2024Q3,29,70301.0,4999377.0,3.95,12.05,35.02
8106,6,IP,Cannabis overdose,Age,35-54 Years,21,2024-09-01,2024-09-30,5.555555556,Percent,COMMUNITY HOWARD REGIONAL HEALTH INC.,150007,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,2024,9,2024Q3,29,70390.0,4975040.0,3.93,11.93,35.05
8107,6,IP,Benzodiazepine overdose,Age,35-54 Years,21,2024-09-01,2024-09-30,8.333333333,Percent,NELL J REDFIELD MEMORIAL HOSPITAL,131303,150 NORTH 200 WEST,MALAD CITY,ID,83252,2024,9,2024Q3,29,77186.0,4991549.0,3.99,11.88,34.91
8108,6,IP,Stimulants overdose,Age,35-54 Years,22,2024-10-01,2024-10-31,5.882352941,Percent,SANFORD THIEF RIVER FALLS MEDICAL CENTER,241381,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,2024,10,2024Q4,30,87067.0,5000357.0,4.01,12.09,34.91
8109,6,IP,Cannabis overdose,Age,35-54 Years,22,2024-10-01,2024-10-31,0.0,Percent,MARTINSBURG VA MEDICAL CENTER,51005F,510 BUTLER AVE.,MARTINSBURG,WV,25405,2024,10,2024Q4,30,56722.0,4989224.0,4.06,11.93,35.1
8110,6,IP,Benzodiazepine overdose,Age,35-54 Years,22,2024-10-01,2024-10-31,11.76470588,Percent,ALICE PECK DAY MEMORIAL HOSPITAL,301305,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,2024,10,2024Q4,30,98013.0,5014660.0,3.97,12.02,35.02
8111,6,IP,Stimulants overdose,Age,55+ Years,1,2023-01-01,2023-01-31,6.52173913,Percent,DE TAR HOSPITAL NAVARRO,450147,506 E SAN ANTONIO ST,VICTORIA,TX,77901,2023,1,2023Q1,30,75780.0,4981069.0,3.92,11.93,35.05
8112,6,IP,Cannabis overdose,Age,55+ Years,1,2023-01-01,2023-01-31,0.0,Percent,HEYWOOD HOSPITAL -,220095,242 GREEN STREET,GARDNER,MA,1440,2023,1,2023Q1,30,99858.0,5022434.0,4.05,11.95,34.94
8113,6,IP,Benzodiazepine overdose,Age,55+ Years,1,2023-01-01,2023-01-31,2.173913043,Percent,OCHSNER LSU HEALTH SHREVEPORT-ST MARY MEDICAL CENT,190317,1 ST MARY PLACE,SHREVEPORT,LA,71101,2023,1,2023Q1,30,58229.0,4985783.0,4.0,11.99,35.13
8114,6,IP,Stimulants overdose,Age,55+ Years,2,2023-02-01,2023-02-28,10.86956522,Percent,CHEYENNE COUNTY HOSPITAL,171310,210 WEST 1ST STREET,ST FRANCIS,KS,67756,2023,2,2023Q1,27,70333.0,4998042.0,3.96,12.1,35.16
8115,6,IP,Cannabis overdose,Age,55+ Years,2,2023-02-01,2023-02-28,0.0,Percent,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,144031,1650 MOON LAKE BLVD,HOFFMAN ESTATES,IL,60169,2023,2,2023Q1,27,80306.0,5019028.0,4.0,12.06,35.0
8116,6,IP,Benzodiazepine overdose,Age,55+ Years,2,2023-02-01,2023-02-28,8.695652174,Percent,LAKE REGIONAL HEALTH SYSTEM,260186,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,2023,2,2023Q1,27,68545.0,5023881.0,4.06,11.91,34.95
8117,6,IP,Stimulants overdose,Age,55+ Years,3,2023-03-01,2023-03-31,2.127659574,Percent,SEVEN HILLS BEHAVIORAL INSTITUTE,294012,3021 W HORIZON RIDGE PKWY,HENDERSON,NV,89052,2023,3,2023Q1,30,76364.0,4989171.0,3.98,12.02,35.12
8118,6,IP,Cannabis overdose,Age,55+ Years,3,2023-03-01,2023-03-31,0.0,Percent,JUPITER MEDICAL CENTER,100253,1210 S OLD DIXIE HWY,JUPITER,FL,33458,2023,3,2023Q1,30,73311.0,5001635.0,3.94,12.02,35.1
8119,6,IP,Benzodiazepine overdose,Age,55+ Years,3,2023-03-01,2023-03-31,10.63829787,Percent,TEMPE ST LUKES HOSPITAL,030037,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,2023,3,2023Q1,30,77315.0,4997635.0,4.04,12.04,34.92
8120,6,IP,Stimulants overdose,Age,55+ Years,4,2023-04-01,2023-04-30,6.25,Percent,NORTH OAKS MEDICAL CENTER,190015,15790 PAUL VEGA MD DRIVE,HAMMOND,LA,70403,2023,4,2023Q2,29,58229.0,4985783.0,4.0,11.99,35.13
8121,6,IP,Cannabis overdose,Age,55+ Years,4,2023-04-01,2023-04-30,0.0,Percent,NORTHBAY MEDICAL CENTER,050367,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,2023,4,2023Q2,29,95521.0,4977549.0,4.0,11.91,35.07
8122,6,IP,Benzodiazepine overdose,Age,55+ Years,4,2023-04-01,2023-04-30,4.166666667,Percent,MARY GREELEY MEDICAL CENTER,160030,1111 DUFF AVENUE,AMES,IA,50010,2023,4,2023Q2,29,71433.0,4977623.0,4.07,11.96,34.95
8123,6,IP,Stimulants overdose,Age,55+ Years,5,2023-05-01,2023-05-31,6.896551724,Percent,OVERLOOK MEDICAL CENTER,310051,99 BEAUVOIR AVENUE,SUMMIT,NJ,7901,2023,5,2023Q2,30,99781.0,4994974.0,4.05,12.02,34.88
8124,6,IP,Cannabis overdose,Age,55+ Years,5,2023-05-01,2023-05-31,0.0,Percent,HOSPITAL DE LA CONCEPCION,400021,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,683,2023,5,2023Q2,30,76514.0,4997446.0,3.95,11.96,35.07
8125,6,IP,Benzodiazepine overdose,Age,55+ Years,5,2023-05-01,2023-05-31,1.724137931,Percent,WILLAPA HARBOR HOSPITAL,501303,800 ALDER STREET,SOUTH BEND,WA,98586,2023,5,2023Q2,30,94605.0,4984009.0,4.02,11.99,34.98
8126,6,IP,Stimulants overdose,Age,55+ Years,6,2023-06-01,2023-06-30,6.25,Percent,PARK PLACE SURGICAL HOSPITAL,190255,4811 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,2023,6,2023Q2,29,58229.0,4985783.0,4.0,11.99,35.13
8127,6,IP,Cannabis overdose,Age,55+ Years,6,2023-06-01,2023-06-30,4.166666667,Percent,EL PASO PSYCHIATRIC CENTER,454100,4615 ALAMEDA AVENUE,EL PASO,TX,79905,2023,6,2023Q2,29,75780.0,4981069.0,3.92,11.93,35.05
8128,6,IP,Benzodiazepine overdose,Age,55+ Years,6,2023-06-01,2023-06-30,2.083333333,Percent,SURGICAL HOSPITAL OF OKLAHOMA,370201,100 SOUTHEAST 59TH STREET,OKLAHOMA CITY,OK,73129,2023,6,2023Q2,29,62138.0,5014700.0,3.96,12.08,35.15
8129,6,IP,Stimulants overdose,Age,55+ Years,7,2023-07-01,2023-07-31,9.433962264,Percent,EASTPOINTE HOSPITAL,014017,7400 ROPER LANE,DAPHNE,AL,36526,2023,7,2023Q3,30,62212.0,4977698.0,3.92,11.89,35.03
8130,6,IP,Cannabis overdose,Age,55+ Years,7,2023-07-01,2023-07-31,1.886792453,Percent,PIEDMONT MEDICAL CENTER,420002,1731 FRANK GASTON BLVD,ROCK HILL,SC,29732,2023,7,2023Q3,30,67804.0,5006173.0,4.02,11.96,35.06
8131,6,IP,Benzodiazepine overdose,Age,55+ Years,7,2023-07-01,2023-07-31,0.0,Percent,LAUREL RIDGE TREATMENT CENTER,454060,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,TX,78259,2023,7,2023Q3,30,75780.0,4981069.0,3.92,11.93,35.05
8132,6,IP,Stimulants overdose,Age,55+ Years,8,2023-08-01,2023-08-31,10.41666667,Percent,MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,154061,1625 EAST JEFFERSON BLVD,MISHAWAKA,IN,46545,2023,8,2023Q3,30,69477.0,5005971.0,4.07,12.11,34.88
8133,6,IP,Cannabis overdose,Age,55+ Years,8,2023-08-01,2023-08-31,2.083333333,Percent,SOUTHERN WINDS HOSPITAL,104049,4225 W 20TH AVE,HIALEAH,FL,33012,2023,8,2023Q3,30,73311.0,5001635.0,3.94,12.02,35.1
8134,6,IP,Benzodiazepine overdose,Age,55+ Years,8,2023-08-01,2023-08-31,6.25,Percent,CONWAY BEHAVIORAL HEALTH,044022,2255 STURGIS ROAD,CONWAY,AR,72034,2023,8,2023Q3,30,58700.0,5002194.0,4.04,11.9,35.15
8135,6,IP,Stimulants overdose,Age,55+ Years,9,2023-09-01,2023-09-30,9.523809524,Percent,PARDEE HOSPITAL HENDERSON COUNTY,340017,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,2023,9,2023Q3,29,70804.0,4990227.0,3.97,12.01,35.09
8136,6,IP,Cannabis overdose,Age,55+ Years,9,2023-09-01,2023-09-30,0.0,Percent,CRENSHAW COMMUNITY HOSPITAL,010008,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,2023,9,2023Q3,29,62212.0,4977698.0,3.92,11.89,35.03
8137,6,IP,Benzodiazepine overdose,Age,55+ Years,9,2023-09-01,2023-09-30,9.523809524,Percent,HIGGINS GENERAL HOSPITAL,111320,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,2023,9,2023Q3,29,74632.0,4995498.0,4.03,12.02,35.12
8138,6,IP,Stimulants overdose,Age,55+ Years,10,2023-10-01,2023-10-31,7.5,Percent,HCA HOUSTON HEALTHCARE KINGWOOD,450775,22999 US HWY 59,KINGWOOD,TX,77325,2023,10,2023Q4,30,75780.0,4981069.0,3.92,11.93,35.05
8139,6,IP,Cannabis overdose,Age,55+ Years,10,2023-10-01,2023-10-31,2.5,Percent,BANNER IRONWOOD MEDICAL CENTER,030130,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,2023,10,2023Q4,30,77315.0,4997635.0,4.04,12.04,34.92
8140,6,IP,Benzodiazepine overdose,Age,55+ Years,10,2023-10-01,2023-10-31,0.0,Percent,TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,2023,10,2023Q4,30,73311.0,5001635.0,3.94,12.02,35.1
