Hospital Name,Year,VALUE
SAMUEL SIMMONDS MEMORIAL HOSPITAL,2023,16.23036649
SAMUEL SIMMONDS MEMORIAL HOSPITAL,2024,29.29012346
SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,2023,5.776173285
SAN ANTONIO REGIONAL HOSPITAL,2024,4.096384537
SAN ANTONIO STATE HOSP  STATE SCHOOL,2024,3.093056045
SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),2024,3.797468354
SAN CARLOS APACHE HEALTHCARE CORPORATION,2023,13.937728938
SAN DIMAS COMMUNITY HOSPITAL,2023,2.948801037
SAN DIMAS COMMUNITY HOSPITAL,2024,0.776963511
SAN FRANCISCO VA MEDICAL CENTER,2023,3.592814371
SAN FRANCISCO VA MEDICAL CENTER,2024,12.76190476
SAN GABRIEL VALLEY MEDICAL CENTER,2024,28.071184018
SAN GORGONIO MEMORIAL HOSPITAL,2023,5.517241379
SAN GORGONIO MEMORIAL HOSPITAL,2024,0.0
SAN JOAQUIN GENERAL HOSPITAL,2024,3.324647167
SAN JORGE CHILDRENS HOSPITAL INC,2023,1.775147929
SAN JOSE BEHAVIORAL HEALTH,2023,46.213518949
SAN JUAN CAPESTRANO  HOSPITAL INC,2024,5.597014925
SAN JUAN HOSPITAL,2024,0.411260307
SAN JUAN MUNICIPAL HOSPITAL,2023,16.57397108
SAN JUAN REGIONAL MEDICAL CENTER INC,2024,14.074387605
SAN JUAN VA MEDICAL CENTER,2023,27.10010816
SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,2023,3.755868545
SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,2024,3.260869565
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,2024,41.983070129
SAN MATEO MEDICAL CENTER,2024,10.653583317999999
SAN RAMON REGIONAL MEDICAL CENTER,2023,0.278823766
SAN RAMON REGIONAL MEDICAL CENTER,2024,0.018609267
SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,2023,8.949416342
"SANCTUARY AT THE WOODLANDS, THE",2024,14.533271719
SANFORD BAGLEY MEDICAL CENTER,2023,0.899550225
SANFORD BAGLEY MEDICAL CENTER,2024,14.9859944
SANFORD BEHAVIORAL HEALTH CENTER,2023,29.41176471
SANFORD BEHAVIORAL HEALTH CENTER,2024,1.453732178
SANFORD BEMIDJI MEDICAL CENTER,2023,6.5176771570000005
SANFORD CANBY MEDICAL CENTER,2024,4.956551964
SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,2023,2.072864322
SANFORD CHAMBERLAIN MEDICAL CENTER,2024,7.958174513
SANFORD CLEAR LAKE MEDICAL CENTER,2023,24.39529751
SANFORD HILLSBORO,2023,2.547770701
SANFORD HOSPITAL WEBSTER - CAH,2024,31.49606299
SANFORD JACKSON MEDICAL CENTER,2024,60583.426407881
SANFORD LUVERNE MEDICAL CENTER,2023,27.79834608
SANFORD LUVERNE MEDICAL CENTER,2024,1.054567588
SANFORD MAYVILLE,2024,34.17431193
SANFORD MEDICAL CENTER ABERDEEN,2023,24.67532468
SANFORD MEDICAL CENTER BISMARCK,2024,9.328358209
SANFORD MEDICAL CENTER FARGO,2023,5.376344086
SANFORD SHELDON MEDICAL CENTER,2023,55.10306536
SANFORD THIEF RIVER FALLS MEDICAL CENTER,2023,43.95604396
SANFORD THIEF RIVER FALLS MEDICAL CENTER,2024,5.882352941
SANFORD TRACY MEDICAL CENTER,2024,47.94107911
SANFORD USD MEDICAL CENTER,2023,37.03703704
SANFORD VERMILLION HOSPITAL,2023,0.903608764
SANFORD WESTBROOK MEDICAL CENTER,2024,41.408591413
SANFORD WHEATON MEDICAL CENTER,2023,2.285714286
SANFORD WHEATON MEDICAL CENTER,2024,1.284796574
SANFORD WORTHINGTON MEDICAL CENTER,2023,6.614785992
SANFORD WORTHINGTON MEDICAL CENTER,2024,1.550387597
SANTA BARBARA COTTAGE HOSPITAL,2023,14.57286432
SANTA BARBARA COTTAGE HOSPITAL,2024,3.448275862
SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,2023,1.95473251
SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,2024,8.994708995
SANTA CLARA VALLEY MEDICAL CENTER,2024,29.913535090000003
SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,2024,29.56623411
SANTA FE PHS INDIAN HOSPITAL,2023,58.90848282
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,2023,29.93630573
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,2024,165221.0
SANTA ROSA MEDICAL CENTER,2023,6.060606061
SANTA ROSA MEDICAL CENTER,2024,0.69829501
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2023,7.234108049
SANTIAM HOSPITAL & CLINICS,2023,16.27906977
SARAH BUSH LINCOLN HEALTH CENTER,2023,1.744897959
SARAH BUSH LINCOLN HEALTH CENTER,2024,6.25
SARAH D CULBERTSON MEMORIAL HOSPITAL,2023,10.16949153
SARAH D CULBERTSON MEMORIAL HOSPITAL,2024,0.557620818
SARASOTA MEMORIAL HOSPITAL,2023,2.994198094
SARASOTA MEMORIAL HOSPITAL,2024,5.2
SARASOTA MEMORIAL HOSPITAL - VENICE,2023,62.251106195
SARATOGA HOSPITAL,2023,0.421911258
"SARTORI MEMORIAL HOSPITAL, INC",2023,31.293248584
"SATANTA DISTRICT HOSPITAL, CLINICS, & LTCU",2023,38.300806691
SAUK PRAIRIE HOSPITAL,2024,2.117991663
SAUNDERS MEDICAL CENTER,2023,3.816793893
SAUNDERS MEDICAL CENTER,2024,0.05107706
SAVOY MEDICAL CENTER,2024,43.769007173999995
"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",2023,30.4964539
SCHEURER HOSPITAL,2024,4.302772984
SCHLEICHER COUNTY MEDICAL CENTER,2024,0.802139037
SCHNECK MEDICAL CENTER,2024,9.163421352
SCHOOLCRAFT MEMORIAL HOSPITAL,2023,18.85221015
SCHUYLER HOSPITAL,2024,35.19553073
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,2024,16.93811075
SCOTLAND COUNTY  HOSPITAL,2023,38.88888889
SCOTLAND COUNTY  HOSPITAL,2024,37.87878788
SCOTLAND MEMORIAL HOSPITAL,2024,13.64036052
SCOTT COUNTY HOSPITAL,2023,4.444444444
SCOTT COUNTY HOSPITAL,2024,0.310368611
SCOTT MEMORIAL HEALTH,2024,5.387468457000001
SCRIPPS GREEN HOSPITAL,2024,37.043020776
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2023,2.025782689
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2024,0.0
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,2023,29.73333333
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,2024,0.914205345
SCRIPPS MERCY HOSPITAL,2024,6.864047213999999
SEARHC WRANGELL MEDICAL CENTER-CAH,2023,29.292933797
SEASIDE HEALTH SYSTEM,2024,2.299037659
SEATTLE CHILDREN'S HOSPITAL,2023,2.167545401
SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),2024,28.79507968
SEBASTIAN RIVER MEDICAL CENTER,2023,1.099606486
SEBASTIAN RIVER MEDICAL CENTER,2024,0.470826844
SEDAN CITY HOSPITAL,2023,34.55747956
SEDAN CITY HOSPITAL,2024,0.0
SEDGWICK COUNTY MEMORIAL HOSPITAL,2023,2.301475713
SEILING MUNICIPAL HOSPITAL,2024,8.458646617
SELBY GENERAL HOSPITAL,2023,54.18326693
SELF REGIONAL HEALTHCARE,2023,0.584662111
SELLS HOSPITAL,2023,33.40563991
SELLS HOSPITAL,2024,5.523809524
SEMPERVIRENS,2023,5.405405405
SEMPERVIRENS,2024,1.014027613
SENECA DISTRICT HOSPITAL,2024,41.725974678
SENTARA ALBEMARLE MEDICAL CENTER,2024,0.963300041
SENTARA CAREPLEX HOSPITAL,2023,0.401528398
SENTARA HALIFAX REGIONAL HOSPITAL,2023,7.751937984
SENTARA LEIGH HOSPITAL,2023,1.192348833
SENTARA MARTHA JEFFERSON HOSPITAL,2023,5.286343612
SENTARA NORFOLK GENERAL HOSPITAL,2024,25.17006803
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2024,0.505439331
SENTARA OBICI HOSPITAL,2023,1.182033097
SENTARA PRINCESS ANNE HOSPITAL,2023,3.520114943
SENTARA RMH MEDICAL CENTER,2024,9.659475306
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,2024,11.02514507
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,2023,10.00203915
SEQUOIA HOSPITAL,2023,36.30319686
SEQUOIA HOSPITAL,2024,0.699668928
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,2024,1.721271036
SERENITY SPRINGS SPECIALTY HOSPITAL,2023,6.970214653
SETON MEDICAL CENTER HARKER HEIGHTS,2024,1.628114082
SEVEN HILLS BEHAVIORAL INSTITUTE,2023,2.127659574
SEVEN HILLS BEHAVIORAL INSTITUTE,2024,3.341902314
SEVIER COUNTY MEDICAL CENTER,2023,22.0693045
SEVIER COUNTY MEDICAL CENTER,2024,0.063789071
SEVIER VALLEY HOSPITAL,2024,9.64797914
SEYMOUR HOSPITAL,2023,4.972375691
SGMC BERRIEN CAMPUS,2023,15.390100101
SGMC HEALTH,2024,26.72607057
SGMC HEALTH LANIER,2023,10.468584382
SHAMROCK GENERAL HOSPITAL,2024,0.167921564
SHANDS JACKSONVILLE,2023,29.43754565
SHANDS JACKSONVILLE,2024,1.428713166
SHANNON MEDICAL CENTER,2024,5.128205128
SHARE MEDICAL CENTER,2024,6.896551724
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,2023,10.23809524
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,2024,2.681671256
SHARON HOSPITAL,2023,0.423695567
SHARON HOSPITAL,2024,2.0
SHARON REGIONAL HEALTH SYSTEM,2024,37.25509816
SHARP CHULA VISTA MEDICAL CENTER,2023,13.35933691
SHARP CHULA VISTA MEDICAL CENTER,2024,0.700571166
SHARP CORONADO HOSPITAL AND HLTHCR CTR,2023,2.170857037
SHARP MEMORIAL HOSPITAL,2023,35.40983607
SHARP MEMORIAL HOSPITAL,2024,1.022472524
SHARP MESA VISTA HOSPITAL,2023,59.87463047999999
SHASTA REGIONAL MEDICAL CENTER,2023,52.25708317
SHELBY BAPTIST MEDICAL CENTER,2023,0.854700855
SHELBY BAPTIST MEDICAL CENTER,2024,24.54873646
SHENANDOAH MEDICAL CENTER,2024,13.5734072
SHENANDOAH MEMORIAL HOSPITAL,2023,3.077896068
"SHEPPARD AND ENOCH PRATT HOSPITAL, THE",2023,29.70430108
"SHEPPARD AND ENOCH PRATT HOSPITAL, THE",2024,2.777777778
SHERIDAN COMMUNITY HOSPITAL,2023,35.56486405
SHERIDAN COMMUNITY HOSPITAL,2024,5.555555556
SHERIDAN COUNTY HOSPITAL,2023,12.29508197
SHERIDAN COUNTY HOSPITAL,2024,0.230980222
SHERIDAN MEMORIAL HOSPITAL,2024,3.921568627
SHERIDAN MEMORIAL HOSPTIAL,2023,3.669724771
SHERIDAN VA MEDICAL CENTER,2024,0.867189185
SHERMAN OAKS HOSPITAL,2023,1.356589147
SHERMAN OAKS HOSPITAL,2024,14.39393939
SHODAIR CHILDREN'S HOSPITAL,2023,16.06765328
SHODAIR CHILDREN'S HOSPITAL,2024,15.75342466
SHORE MEDICAL CENTER,2023,6.586826347
SHORE MEDICAL CENTER,2024,0.109274689
SHOREPOINT HEALTH PORT CHARLOTTE,2023,2.298850575
SHOREPOINT HEALTH PORT CHARLOTTE,2024,17.91044776
SHOREPOINT HEALTH PUNTA GORDA,2023,11.352775124
SHOSHONE MEDICAL CENTER,2023,2.739562861
SHOSHONE MEDICAL CENTER,2024,21.45745214
SHRINERS HOSPITAL FOR CHILDREN,2023,42.85714287
SHRINERS HOSPITAL FOR CHILDREN,2024,39.58333332
SHRINERS HOSPITAL FOR CHILDREN - PORTLAND,2023,1.492537313
SHRINERS HOSPITALS FOR CHILDREN,2024,56.042893212
SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,2023,0.904162067
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2023,2.849002849
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2024,2.143549042
SIBLEY MEMORIAL HOSPITAL,2023,1.724871145
SIBLEY MEMORIAL HOSPITAL,2024,6.976744186
SIDNEY HEALTH CENTER,2023,5.0
SIDNEY HEALTH CENTER,2024,2.21402214
SIDNEY REGIONAL MEDICAL CENTER,2023,6.984126984
SIDNEY REGIONAL MEDICAL CENTER,2024,6.150793651
SIERRA MEDICAL CENTER,2024,50.0
SIERRA NEVADA MEMORIAL HOSPITAL,2023,9.518526181
SIERRA VIEW MEDICAL CENTER,2023,1.470588235
SIERRA VIEW MEDICAL CENTER,2024,21.64179104
SIERRA VISTA HOSPITAL,2023,51.42857143
SIERRA VISTA HOSPITAL,2024,0.0
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2023,4.24403183
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2024,0.360870531
SIGNATURE PSYCHIATRIC HOSPITAL,2023,5.514778047
SILOAM SPRINGS REGIONAL HOSPITAL,2023,3.03030303
SILOAM SPRINGS REGIONAL HOSPITAL,2024,0.471886216
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,2023,2.271722308
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,2024,25.40716612
SILVER HILL HOSPITAL INC,2023,1.531728665
SILVER HILL HOSPITAL INC,2024,9.77443609
SILVER OAKS BEHAVIORAL HOSPITAL,2024,38.66471049
SIMPSON GENERAL HOSPITAL CAH,2024,54.791714087
SINAI HOSPITAL OF BALTIMORE,2024,5.74718398
SINAI-GRACE HOSPITAL,2023,13.42559468
SINGING RIVER GULFPORT,2024,38.161235715000004
SINGING RIVER HEALTH SYSTEM,2023,0.956937799
SINGING RIVER HEALTH SYSTEM,2024,0.0
SIOUX CENTER HEALTH,2023,1.282051282
SIOUX CENTER HEALTH,2024,2.74151436
SIOUX FALLS SPECIALTY HOSPITAL,2024,13.01254689
SIOUX FALLS VA MEDICAL CENTER,2023,41.97530864
SISTERS OF CHARITY HOSPITAL,2023,13.12741313
SISTERS OF CHARITY HOSPITAL,2024,0.0
SISTERSVILLE GENERAL HOSPITAL,2023,29.42708333
SKAGIT VALLEY HOSPITAL,2023,0.818426283
SKY LAKES MEDICAL CENTER,2023,0.41767759
SKY RIDGE MEDICAL CENTER,2023,2.083333333
SKY RIDGE MEDICAL CENTER,2024,25.0
SKYLINE HOSPITAL,2023,26.68269231
SLEEPY EYE MEDICAL CENTER,2023,3.852596315
SLEEPY EYE MEDICAL CENTER,2024,5.2
"SLHS MASSENA, INC",2023,2.641878669
SLIDELL MEMORIAL HOSPITAL,2023,1.00650292
SLIDELL MEMORIAL HOSPITAL,2024,15.5234657
SMITH COUNTY MEMORIAL HOSPITAL,2024,27.515839641
SMOKEY POINT BEHAVIORAL HOSPITAL,2023,0.347480764
SMP HEALTH ST ALOISIUS,2023,0.0
SMYTH COUNTY COMMUNITY HOSPITAL,2024,49151.0
SNOQUALMIE VALLEY HOSPITAL,2023,12.98701299
SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,2024,22.332015804999997
SOCORRO GENERAL HOSPITAL,2023,35.774798123
SOIN MEDICAL CENTER,2024,6.894393276
SOJOURN AT SENECA SENIOR BEHAVIORAL HEALTH HOSPITA,2024,5.467349552
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,2024,1.428571429
SONOMA VALLEY HOSPITAL,2023,36.64596273
SONOMA VALLEY HOSPITAL,2024,2.480417755
SONORA BEHAVIORAL HEALTH HOSPITAL,2023,41.152083680000004
SOUTH ARKANSAS REGIONAL HOSPITAL LLC,2023,43.04347826
SOUTH ARKANSAS REGIONAL HOSPITAL LLC,2024,29.06403941
SOUTH BEACH PSYCHIATRIC CENTER,2023,28.24297474
SOUTH BIG HORN COUNTY HOSPITAL,2024,5.084745763
SOUTH BROOKLYN HEALTH,2023,0.08504004
SOUTH CENTRAL HEALTH,2024,1.451340709
SOUTH CENTRAL REG MED CTR,2023,8.383233533
SOUTH CENTRAL REG MED CTR,2024,43.11168624
SOUTH CITY HOSPITAL,2023,42.154193799
SOUTH COUNTY HOSPITAL INC,2024,1.598845177
SOUTH DAKOTA HUMAN SERVICES CENTER,2023,0.920990204
SOUTH FLORIDA BAPTIST HOSPITAL,2023,32.193361622
SOUTH FLORIDA STATE HOSPITAL,2023,12.20930233
SOUTH FLORIDA STATE HOSPITAL,2024,3.823529412
SOUTH LINCOLN MEDICAL CENTER - CAH,2024,17.20698254
SOUTH LYON MEDICAL CENTER,2023,42.397318993
SOUTH MIAMI HOSPITAL,2024,7.304783286
SOUTH MISSISSIPPI STATE HOSPITAL,2023,57018.16011236
SOUTH OAKS HOSP,2024,0.0
SOUTH PENINSULA HOSPITAL,2023,17.62295082
SOUTH PENINSULA HOSPITAL,2024,0.0
SOUTH POINTE HOSPITAL,2023,8.620689655
SOUTH SHORE HOSPITAL,2023,0.201719598
SOUTH SHORE HOSPITAL,2024,28.10021836
SOUTH SOUND BEHAVIORAL HOSPITAL,2024,0.466020843
SOUTH SUNFLOWER COUNTY HOSPITAL,2024,4.390451833
SOUTH TEXAS HEALTH SYSTEM,2023,2.197802198
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,2023,0.415079514
SOUTHCOAST BEHAVIORAL HEALTH,2023,2.325581395
SOUTHCOAST BEHAVIORAL HEALTH,2024,0.902393055
SOUTHCOAST HOSPITALS GROUP,2024,25.366331779
SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,2023,1.538461538
SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,2024,0.646169637
SOUTHEAST BEHAVIORAL HOSPITAL,2023,16.02564103
SOUTHEAST BEHAVIORAL HOSPITAL,2024,57.89473684
SOUTHEAST COLORADO HOSPITAL DISTRICT,2023,0.274168925
SOUTHEAST COLORADO HOSPITAL DISTRICT,2024,3.3203125
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,2023,33.907275487999996
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2023,7.672958726
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2024,7.843137255
SOUTHEAST HEALTH MEDICAL CENTER,2024,0.423208191
SOUTHEAST IOWA REGIONAL MEDICAL CENTER,2023,15.35947712
SOUTHEAST IOWA REGIONAL MEDICAL CENTER,2024,0.885640585
SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2024,5.139905294999999
SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC,2023,88.23970037999999
SOUTHEAST MISSOURI MENTAL HLTH CTR,2023,6.611570248
SOUTHEAST MISSOURI MENTAL HLTH CTR,2024,6.535947712
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,2023,2.222222222
SOUTHEASTERN REGIONAL MEDICAL CENTER,2023,3.076923077
"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",2023,5.116064211
"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",2024,0.961538462
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,2023,1.021136426
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,2024,3.333333333
SOUTHERN COOS HOSPITAL & HEALTH CENTER,2023,2.0
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,2023,4.050317732
SOUTHERN INYO HOSPITAL,2023,0.976249124
SOUTHERN INYO HOSPITAL,2024,1.156462585
SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,2024,2.788916523
SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,2023,0.90725745
SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,2024,0.475551406
SOUTHERN NH MEDICAL CENTER,2024,33.956097524
SOUTHERN OCEAN MEDICAL CENTER,2023,4.617690819
SOUTHERN OHIO MEDICAL CENTER,2024,18.46310779
SOUTHERN REGIONAL MEDICAL CENTER,2024,3.482549302
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,2024,20.61111428
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,2024,1.181102362
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,2024,10.43376319
SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,2024,34.92063492
SOUTHERN WINDS HOSPITAL,2023,2.083333333
SOUTHERN WINDS HOSPITAL,2024,2.127659574
"SOUTHSIDE COMMUNITY HOSPITAL, INC",2024,1.368979901
SOUTHWEST CONNECTICUT MENTAL HEALTH,2023,58.743388949999996
SOUTHWEST GENERAL HEALTH CENTER,2023,10.24734982
SOUTHWEST HEALTH CENTER,2024,30.92783505
SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,2023,15.81986143
SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,2024,1.709401709
SOUTHWEST HEALTHCARE SERVICES,2023,20.56631893
SOUTHWEST MEDICAL CENTER,2023,2.199633534
SOUTHWEST MEMORIAL HOSPITAL,2024,9.423078332
SOUTHWEST MS REGIONAL MEDICAL CENTER,2023,15.35764376
SOUTHWEST MS REGIONAL MEDICAL CENTER,2024,9.150326797
SOUTHWEST REGIONAL MEDICAL CENTER LLC,2023,70.06430868
SOUTHWESTERN MEDICAL CENTER,2024,3.846153846
SOUTHWESTERN VERMONT MEDICAL CENTER,2024,0.881057269
SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,2024,7.894736842
SOVAH HEALTH DANVILLE,2024,0.44885253
SPANISH PEAKS REGIONAL HEALTH CENTER,2023,34.59552496
SPANISH PEAKS REGIONAL HEALTH CENTER,2024,30.27508535
SPARROW CARSON HOSPITAL,2023,2.262931034
SPARROW CARSON HOSPITAL,2024,23.18007663
SPARROW CLINTON HOSPITAL,2023,16.129385715
SPARROW IONIA HOSPITAL,2023,1.077586207
SPARTA COMMUNITY HOSPITAL,2023,6.25
SPARTA COMMUNITY HOSPITAL,2024,3.896103896
SPARTANBURG MEDICAL CENTER,2023,33.195385
SPEARE MEMORIAL HOSPITAL,2023,10.562248996000001
SPECIALISTS HOSPITAL SHREVEPORT,2023,0.662576049
SPECTRUM HEALTH,2023,0.199401795
SPECTRUM HEALTH,2024,2.244039271
SPECTRUM HEALTH UNITED HOSPITAL,2023,26.954958708
SPENCER MUNICIPAL HOSPITAL,2023,9.170305677
SPENCER MUNICIPAL HOSPITAL,2024,1.221242213
SPOKANE VA MEDICAL CENTER,2024,41.03773585
SPOONER HEALTH SYSTEM,2023,23.28492857
SPOTSYLVANIA REGIONAL MEDICAL CENTER,2023,6.877681464
SPRING GROVE HOSPITAL CENTER,2024,8.206778318
SPRING MOUNTAIN SAHARA,2023,35.0
SPRING MOUNTAIN SAHARA,2024,34.19203747
SPRING MOUNTAIN TREATMENT CENTER,2023,33.891241867000005
SPRING VALLEY HOSPITAL MEDICAL CENTER,2023,1.34657946
SPRING VIEW HOSPITAL,2024,8.202716823
SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,2024,0.943396226
SPRINGBROOK HOSPITAL,2023,31.392659690000002
SPRINGFIELD HOSPITAL,2024,0.673951449
SPRINGFIELD HOSPITAL CENTER,2023,164121.0
SPRINGFIELD HOSPITAL CENTER,2024,18.43971631
SPRINGFIELD REGIONAL MEDICAL CENTER,2024,2.818385355
SPRINGHILL MEDICAL CENTER,2023,0.0
SPRINGHILL MEDICAL CENTER,2024,0.213060132
SPRINGWOODS BEHAVIORAL HEALTH SERVICES,2023,29.867378101
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,2023,1.222493888
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,2024,15.4676259
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,2023,11.65048544
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,2024,9.854014599
SSM HEALTH ST AGNES HOSPITAL-FOND DU LAC,2023,0.0
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,2024,2.53164557
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,2023,4.018487611
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,2023,1.282888294
SSM HEALTH ST CLARE HOSPITAL - BARABOO,2023,0.753699825
SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,2024,37.94785461
SSM HEALTH ST MARY'S HOSPITAL - MADISON,2023,3.144654088
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,2024,2.9885488240000004
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,2024,2.317776843
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2023,15.29255319
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2024,1.631850802
SSM ST CLARE HEALTH CENTER,2023,0.028485971
SSM ST CLARE HEALTH CENTER,2024,44.11764706
SSM ST JOSEPH HEALTH CENTER,2023,50.45882375
SSM ST JOSEPH HOSPITAL WEST,2023,2.508614022
SSM ST JOSEPH HOSPITAL WEST,2024,0.007427213
ST ALEXIUS MEDICAL CENTER,2023,1.7490219580000002
ST ANDREW'S HOSPITAL,2023,37.70250368
ST ANTHONY COMMUNITY HOSPITAL,2024,0.0
ST ANTHONY HOSPITAL,2023,0.600162544
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,2024,29.416948317
ST ANTHONY SUMMIT MEDICAL CENTER,2023,3.015075377
ST ANTHONY SUMMIT MEDICAL CENTER,2024,41.23882769
ST ANTHONYS HOSPITAL,2023,9.686609687
ST ANTHONYS HOSPITAL,2024,27.63157895
ST ANTHONYS MEMORIAL HOSPITAL,2023,2.472361147
ST BARNABAS HOSPITAL,2024,5.389221557
ST BERNARD HOSPITAL,2023,4.739884393
ST BERNARD HOSPITAL,2024,0.254614895
ST BERNARD PARISH HOSPITAL,2023,1.028168691
ST BERNARDINE MEDICAL CENTER,2023,1.032924467
ST BERNARDINE MEDICAL CENTER,2024,0.715741737
ST BERNARDS MEDICAL CENTER,2024,9.878150949999998
ST CATHERINE HOSPITAL INC,2023,2.877697842
ST CATHERINE HOSPITAL INC,2024,0.297850298
ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,2023,2.857142857
ST CHARLES HOSPITAL,2023,9.491525424
ST CHARLES MADRAS,2024,28.05389752
ST CHARLES MEDICAL CENTER - BEND,2024,5.99224533
ST CHARLES MEDICAL CENTER PRINEVILLE,2023,2.360515021
ST CHARLES PARISH HOSPITAL,2023,40.833835867
ST CHARLES SURGICAL HOSPITAL,2023,1.914580265
ST CHARLES SURGICAL HOSPITAL,2024,2.992518703
ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,2023,0.56874636
ST CLAIR HOSPITAL,2023,25.51724138
ST CLAIRE REGIONAL MEDICAL CENTER,2023,0.94605284
ST CLAIRE REGIONAL MEDICAL CENTER,2024,2.173913043
ST CLARE HOSPITAL,2024,41.07981221
ST CLOUD HOSPITAL,2023,32.84258211
ST CLOUD HOSPITAL,2024,0.658347025
ST CLOUD VA MEDICAL CENTER,2023,1.06546139
ST CLOUD VA MEDICAL CENTER,2024,3.636321064
ST CROIX REGIONAL MEDICAL CENTER,2023,35.9375
ST DAVID'S MEDICAL CENTER,2023,2.569922015
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,2023,0.218220126
